epoch,model,train_loss,train_acc,val_loss,val_acc
1,vgg16,1.2152479648974015,0.5970209339774557,0.5781174722042951,0.8181818181818182
2,vgg16,0.4503945784100396,0.8385668276972624,0.4042133998238679,0.8579545454545455
3,vgg16,0.28610339760780334,0.9045893719806763,0.3664853974443042,0.8920454545454546
4,vgg16,0.1438743606413716,0.9488727858293076,0.30594634919455554,0.8939393939393939
5,vgg16,0.07899306708535903,0.9738325281803543,0.38829944466212485,0.8693181818181819
6,vgg16,0.10018230816304395,0.96658615136876,0.42520043227087817,0.8882575757575758
7,vgg16,0.06458983906273297,0.9814814814814815,0.37779959020289505,0.8939393939393939
8,vgg16,0.024970560256637717,0.9931561996779388,0.3847130190327086,0.9034090909090909
9,vgg16,0.009725406510423983,0.9971819645732689,0.44923956381822017,0.8996212121212122
10,vgg16,0.013315678947948627,0.9963768115942029,0.48905779737414734,0.8958333333333334
11,vgg16,0.02597284754033346,0.9911433172302737,0.48533937826075335,0.8958333333333334
12,vgg16,0.04175819297157672,0.9855072463768116,0.8539971819223645,0.8238636363636364
13,vgg16,0.07793706833068491,0.9730273752012882,0.3929577116205385,0.8920454545454546
14,vgg16,0.03796421883000892,0.9879227053140096,0.48955366982386983,0.8674242424242424
15,vgg16,0.027448685561575224,0.9907407407407407,0.44281284093052486,0.8939393939393939
16,vgg16,0.0322881367345507,0.9915458937198067,0.45730798311221105,0.8901515151515151
17,vgg16,0.021414082819421965,0.9927536231884058,0.46652181666462583,0.8882575757575758
18,vgg16,0.006891733212458366,0.9975845410628019,0.49728022363375535,0.8977272727272727
19,vgg16,0.0035473076827151496,0.9979871175523349,0.7279534561587779,0.8636363636363636
20,vgg16,0.005888628224003723,0.9967793880837359,0.42594479193741625,0.9053030303030303
21,vgg16,0.011789340256010715,0.9955716586151369,0.5558173275141709,0.8806818181818182
22,vgg16,0.04671180335272047,0.9875201288244766,0.47689070281657303,0.8787878787878788
23,vgg16,0.03167219398278539,0.9903381642512077,0.3839782713489099,0.8977272727272727
24,vgg16,0.019603091022415888,0.9943639291465378,0.3420003435828469,0.9109848484848485
25,vgg16,0.011664512956397977,0.9967793880837359,0.356689307669347,0.9185606060606061
26,vgg16,0.018205794023991757,0.9947665056360708,0.4121254501920758,0.9015151515151515
27,vgg16,0.059635956043935415,0.9810789049919485,0.4923078626461299,0.8901515151515151
28,vgg16,0.039602823063563226,0.9879227053140096,0.4368726424308437,0.9053030303030303
29,vgg16,0.011442556312523675,0.9959742351046699,0.4899676819878743,0.8939393939393939
30,vgg16,0.011916047975948852,0.9947665056360708,0.4960938036026412,0.8939393939393939
31,vgg16,0.00443620895061435,0.998389694041868,0.40879710649394174,0.8977272727272727
32,vgg16,0.002505843413543052,0.998389694041868,0.41786657522122067,0.9034090909090909
33,vgg16,0.003129956135593318,0.998792270531401,0.407828754004599,0.9053030303030303
34,vgg16,0.002212609710476823,0.998792270531401,0.4794980349569497,0.9015151515151515
35,vgg16,0.001950545703342262,0.998792270531401,0.4875999220768625,0.8977272727272727
36,vgg16,0.0016233355395760497,0.999597423510467,0.4732309447104909,0.8996212121212122
37,vgg16,0.001355333490145446,0.999194847020934,0.48440580050087056,0.8996212121212122
38,vgg16,0.0013371892760569578,0.998389694041868,0.4863796380972913,0.9034090909090909
39,vgg16,0.0012933484999775359,0.999597423510467,0.5122196115372583,0.8996212121212122
40,vgg16,0.0014663145285975473,0.999194847020934,0.5132473313362536,0.8977272727272727
41,vgg16,0.0011352282102694258,0.999194847020934,0.5215378665501097,0.8996212121212122
42,vgg16,0.001274775173359574,0.998792270531401,0.4920530807659926,0.9015151515151515
43,vgg16,0.001571588144678529,0.998792270531401,0.4794941025144054,0.9034090909090909
44,vgg16,0.0016890069272633716,0.998389694041868,0.45610523900849687,0.9109848484848485
45,vgg16,0.0014091355273173991,0.999194847020934,0.4690889913322418,0.9071969696969697
46,vgg16,0.0009701311498713109,0.999597423510467,0.4927793615427094,0.8996212121212122
47,vgg16,0.0017372156815871707,0.998792270531401,0.4868680128896482,0.9015151515151515
48,vgg16,0.0013898545565335435,0.998792270531401,0.4751877159318555,0.9090909090909092
49,vgg16,0.0013085106801431479,0.999194847020934,0.4800881234590303,0.9034090909090909
50,vgg16,0.0013107228638815555,0.998792270531401,0.4687360744362443,0.9034090909090909
51,vgg16,0.0013931100794653706,0.998792270531401,0.4568257575164987,0.9034090909090909
52,vgg16,0.0011740880507807967,0.999194847020934,0.4706491088934744,0.9053030303030303
53,vgg16,0.0017710330297347901,0.998389694041868,0.4559653904800529,0.9034090909090909
54,vgg16,0.0012123933745358416,0.999194847020934,0.47610477481838176,0.9053030303030303
55,vgg16,0.0014022614145731776,0.998792270531401,0.48362069441866357,0.9053030303030303
56,vgg16,0.0011304969105828096,0.999597423510467,0.4956145452897269,0.9034090909090909
57,vgg16,0.0013126956969803296,0.999194847020934,0.4793652176103382,0.9034090909090909
58,vgg16,0.0016733093744292363,0.998389694041868,0.46271430490058707,0.9034090909090909
59,vgg16,0.0010057063137755846,0.999597423510467,0.47573963169865735,0.9071969696969697
60,vgg16,0.0012962686265872755,0.998792270531401,0.4786388507667597,0.9147727272727273
61,vgg16,0.0014285695423372758,0.999194847020934,0.46835306554302486,0.9053030303030303
62,vgg16,0.0016475323822329087,0.999194847020934,0.4423095382605397,0.9053030303030303
63,vgg16,0.0012939697825991377,0.998792270531401,0.4575607736566753,0.9090909090909092
64,vgg16,0.0012834336056344827,0.998792270531401,0.47797508350799256,0.9109848484848485
65,vgg16,0.0008496322340707064,1.0,0.5019320551090818,0.9071969696969697
66,vgg16,0.0011042455831647233,0.999597423510467,0.5304312632475613,0.9109848484848485
67,vgg16,0.0014556754014890523,0.999194847020934,0.502827932543534,0.9109848484848485
68,vgg16,0.0011457707432850363,0.999194847020934,0.5104694616845032,0.9053030303030303
69,vgg16,0.001643504457476503,0.998792270531401,0.4706564012484512,0.9090909090909092
70,vgg16,0.0014234977212421267,0.999194847020934,0.44392952063627134,0.9071969696969697
71,vgg16,0.001051789735085634,0.999597423510467,0.4766400853501788,0.9034090909090909
72,vgg16,0.0012541523960632164,0.998792270531401,0.48963784338874655,0.9053030303030303
73,vgg16,0.0016753656208626615,0.998792270531401,0.4720498704537573,0.9071969696969697
74,vgg16,0.0017983109401503803,0.999194847020934,0.46259994530180737,0.9071969696969697
75,vgg16,0.001373829927541628,0.998792270531401,0.4771541054025433,0.9053030303030303
76,vgg16,0.0013980840973868796,0.998389694041868,0.4780033115376048,0.9071969696969697
77,vgg16,0.001421583040274745,0.998792270531401,0.48306089256948326,0.9034090909090909
78,vgg16,0.001143369838696498,0.999194847020934,0.5196852379260897,0.9071969696969697
79,vgg16,0.0012183059735619921,0.999597423510467,0.5291009456916733,0.9090909090909092
80,vgg16,0.0013150948422472962,0.999194847020934,0.4946880709407692,0.9071969696969697
81,vgg16,0.0014432838321434118,0.998389694041868,0.47067054522498936,0.9147727272727273
82,vgg16,0.001084686771870717,0.999597423510467,0.5028212161676934,0.9090909090909092
83,vgg16,0.0011544578026253338,0.999597423510467,0.5252050483343764,0.9071969696969697
84,vgg16,0.0012820790747246826,0.998792270531401,0.5215146424729248,0.9109848484848485
85,vgg16,0.001250169251442415,0.999194847020934,0.534152751780339,0.9071969696969697
86,vgg16,0.0008527892812572871,0.999597423510467,0.5619244204935967,0.9071969696969697
87,vgg16,0.0011173076788764406,0.999194847020934,0.5706437805739838,0.9071969696969697
88,vgg16,0.0013200523032705846,0.998792270531401,0.5400095400791267,0.9090909090909092
89,vgg16,0.0015043001907829984,0.998792270531401,0.48718638017233,0.9053030303030303
90,vgg16,0.0012386681394954556,0.999194847020934,0.5082077283456756,0.9071969696969697
91,vgg16,0.0012736580758498618,0.999194847020934,0.4979603114953727,0.9109848484848485
92,vgg16,0.0012143646442459928,0.998389694041868,0.5166399850216598,0.9071969696969697
93,vgg16,0.0013387768064265786,0.998792270531401,0.5184179357322247,0.9053030303030303
94,vgg16,0.0011632188116670334,0.999194847020934,0.5131166587230065,0.9053030303030303
95,vgg16,0.0012249810800883292,0.999194847020934,0.4964841568260895,0.9109848484848485
96,vgg16,0.0013770263423261947,0.999194847020934,0.4760122900191742,0.9147727272727273
97,vgg16,0.37380661168620005,0.8981481481481481,0.6850499113400778,0.7916666666666667
98,vgg16,0.5135153781580656,0.8329307568438004,0.4949126803513729,0.8352272727272727
99,vgg16,0.2536723953514283,0.9182769726247987,0.4715767735333154,0.8636363636363636
100,vgg16,0.07905660230732386,0.9730273752012882,0.46013772497518046,0.8958333333333334
101,vgg16,0.06687616626169658,0.9782608695652174,0.5542745707613049,0.8712121212121212
102,vgg16,0.05689330015859406,0.9834943639291466,0.4447147019884803,0.8768939393939394
103,vgg16,0.06709575776352687,0.9786634460547504,0.5880421634876367,0.8617424242424243
104,vgg16,0.03184728887818466,0.9883252818035426,0.5478070023836512,0.8806818181818182
105,vgg16,0.033066656279839554,0.9907407407407407,0.36181898110292177,0.8901515151515151
106,vgg16,0.010758899119285186,0.9959742351046699,0.3787931860989016,0.9053030303030303
107,vgg16,0.006489179719989518,0.9975845410628019,0.4582399505276099,0.8977272727272727
108,vgg16,0.003079548838198554,0.998389694041868,0.40565016388868436,0.912878787878788
109,vgg16,0.002257841400625544,0.998792270531401,0.38769858243970456,0.9147727272727273
110,vgg16,0.0015283990574977398,0.999194847020934,0.39746402037351136,0.9147727272727273
111,vgg16,0.001569858895062286,0.998792270531401,0.40116190996879153,0.9109848484848485
112,vgg16,0.0014483220382173559,0.998792270531401,0.4113891483030977,0.912878787878788
113,vgg16,0.0015618742201839095,0.998389694041868,0.40698431767426274,0.912878787878788
114,vgg16,0.0017849911754888456,0.998792270531401,0.416176424155503,0.9147727272727273
115,vgg16,0.0015543447726704413,0.998792270531401,0.4137576517084998,0.9109848484848485
116,vgg16,0.0017678067057781354,0.999194847020934,0.40950806109355076,0.9109848484848485
117,vgg16,0.005721273819381021,0.9979871175523349,0.35873907758011203,0.9109848484848485
118,vgg16,0.0017644482507504825,0.999194847020934,0.3768821923993969,0.9109848484848485
119,vgg16,0.0014793525979740845,0.998792270531401,0.4005009042039367,0.912878787878788
120,vgg16,0.001173220944755062,0.999194847020934,0.4092182346723734,0.9147727272727273
121,vgg16,0.0016290703356528847,0.998389694041868,0.4056677670136692,0.912878787878788
122,vgg16,0.001161557971110286,0.999194847020934,0.4154994478196772,0.912878787878788
123,vgg16,0.0012086558326978736,0.998792270531401,0.424406573628706,0.9147727272727273
124,vgg16,0.0015244792714058082,0.998792270531401,0.42407530098143703,0.9166666666666667
125,vgg16,0.0011484079930057676,0.999597423510467,0.4290032721915905,0.912878787878788
126,vgg16,0.0010125329245349404,0.999597423510467,0.43742865359893063,0.9109848484848485
127,vgg16,0.0010875875475525882,0.999194847020934,0.4446840773175195,0.9109848484848485
128,vgg16,0.0013831904228771635,0.999194847020934,0.4448413859614503,0.9109848484848485
129,vgg16,0.001352998492399678,0.999194847020934,0.4410511568532842,0.9109848484848485
130,vgg16,0.001400671193150248,0.998389694041868,0.4397422496828464,0.9109848484848485
131,vgg16,0.0018364185874722298,0.998389694041868,0.4298451754318442,0.912878787878788
132,vgg16,0.0012742477196663617,0.999194847020934,0.4349615654556339,0.9147727272727273
133,vgg16,0.0013590510008634883,0.998792270531401,0.43807405384899484,0.9147727272727273
134,vgg16,0.0016194884498335357,0.998792270531401,0.43680253890664916,0.9147727272727273
135,vgg16,0.001251779413733482,0.998792270531401,0.4400103888597324,0.9166666666666667
136,vgg16,0.0014356296291073275,0.998792270531401,0.4456495145607209,0.9147727272727273
137,vgg16,0.001051700339062431,0.999597423510467,0.4593353334510704,0.912878787878788
138,vgg16,0.0013917667423629903,0.999194847020934,0.46311212351793074,0.9147727272727273
139,vgg16,0.0011274884253213455,0.999194847020934,0.46360971347924834,0.9147727272727273
140,vgg16,0.0011524140025873592,0.999194847020934,0.46784464561978617,0.9147727272727273
141,vgg16,0.0014361874166553938,0.998792270531401,0.4622273293720299,0.9147727272727273
142,vgg16,0.0014410305093673634,0.998389694041868,0.45566317324284517,0.9147727272727273
143,vgg16,0.0012219315148609782,0.999194847020934,0.45986258823518944,0.9147727272727273
144,vgg16,0.0014477988591724918,0.998389694041868,0.463577322645616,0.9147727272727273
145,vgg16,0.001335268208575308,0.998792270531401,0.46920813641527,0.912878787878788
146,vgg16,0.001507338567419526,0.998792270531401,0.4686695786510399,0.912878787878788
147,vgg16,0.0010363804820677936,0.999597423510467,0.4926227459807871,0.912878787878788
148,vgg16,0.0014128811027638078,0.998389694041868,0.4829313673698187,0.912878787878788
149,vgg16,0.0011120146998436302,0.999194847020934,0.49315259492309316,0.9109848484848485
150,vgg16,0.0012214500474064828,0.998792270531401,0.4991179426922303,0.912878787878788
